PartnerID;PartnerFullName;Lastname;FirstName;BirthDate;Gender;PostalCode;City;Address;isCustomer;isSupplier;isShipper;Phone;Email
;Jakus Marton;Jakus;Marton;1969.08.18;;7975;Kétújfalu;Kévekötő utca 16.;1;0;0;+36(70)907-83-92;jakus.marton@aol.com
;Kakas Janna;Kakas;Janna;1969.08.09;;1191;Budapest;Széchenyi utca 26. ;1;0;0;+36(30)825-54-36;kakas.janna@gmail.com
;Kolozsvári Malajka;Kolozsvári;Malajka;1969.07.15;;3200;Gyöngyös;Árva  utca 20;1;0;0;+36(20)726-23-94;kolozsvari.malajka@yahoo.com
;Hódi Floransz;Hódi;Floransz;1969.07.09;;8500;Pápa;Vajda utca 7;1;0;0;+36(20)324-80-43;hodi.floransz@aim.com
;Szappanos Katerina;Szappanos;Katerina;1969.06.04;;2013;Pomáz;Pozsonyi utca 6/c 8/99;1;0;0;+36(70)347-77-55;szappanos.katerina@citromail.hu
;Rékasi Gergely;Rékasi;Gergely;1969.05.20;;3851;Ináncs;Ady Endre utca 28 A ép.;1;0;0;+36(70)575-96-93;rekasi.gergely@gmail.com
;Maczkó Rüja;Maczkó;Rüja;1969.01.20;;4741;Jánkmajtis;Árpád  út 23;1;0;0;+36(30)945-67-84;maczko.ruja@gmail.com
;Zsolnai Magdó;Zsolnai;Magdó;1969.01.05;;4200;Hajdúszoboszló;Gvadányi József utca 28;1;0;0;+36(70)159-80-40;zsolnai.magdo@gmail.com
;Széles Obed;Széles;Obed;1968.12.17;;8440;Herend;Babgulyás  út 11;1;0;0;+36(30)937-77-67;szeles.obed@outlook.com
;Csengeri Levízia;Csengeri;Levízia;1968.09.21;;1188;Budapest;Homok utca 10.aug 1/4;1;0;0;+36(30)220-47-58;csengeri.levizia@freemail.hu
;Mácsai Ahillész;Mácsai;Ahillész;1968.09.17;;2244;Úri;Vácduka tér  3;1;0;0;+36(20)558-28-74;macsai.ahillesz@freemail.hu
;Váradi Lizanka;Váradi;Lizanka;1968.07.09;;2658;Pusztaberki;Úrihegy Tanya 270/4;1;0;0;+36(30)426-10-50;varadi.lizanka@protonmail.com
;Szemes Anita;Szemes;Anita;1968.02.19;;4551;Nyíregyháza;Árpád  utca 49;1;0;0;+36(30)785-46-54;szemes.anita@gmail.com
;Veszprémi Marietta;Veszprémi;Marietta;1968.02.07;;4300;Nyírbátor;Tószegi út  24;1;0;0;+36(30)498-41-86;veszpremi.marietta@freemail.hu
;Békefi Bella;Békefi;Bella;1968.01.14;;1147;Budapest;Csokonai út 27 4/12;1;0;0;+36(70)566-15-66;bekefi.bella@yahoo.com
;Hidvégi Sirá;Hidvégi;Sirá;1967.12.21;;1156;Budapest;Vasút utca 63;1;0;0;+36(30)359-47-31;hidvegi.sira@yahoo.com
;Gyurkovics Ardó;Gyurkovics;Ardó;1967.11.09;;7632;Pécs;Szolnoki út  59 fsz./2;1;0;0;+36(30)384-37-15;gyurkovics.ardo@yandex.com
;Pusoma Sára;Pusoma;Sára;1967.09.12;;7951;Gerde;Latabár Kálmán utca 7. fsz./1.;1;0;0;+36(30)241-20-47;pusoma.sara@gmail.com
;Brunner Kandid;Brunner;Kandid;1967.08.27;;4220;Hajdúböszörmény;Bocskai utca 5.;1;0;0;+36(70)974-26-58;brunner.kandid@citromail.hu
;Lakos Füzike;Lakos;Füzike;1967.08.26;;8646;Balatonfenyves;Forrás utca 2/D 1/2;1;0;0;+36(20)756-83-40;lakos.fuzike@gmail.com
;Mohácsi Barbarella;Mohácsi;Barbarella;1967.07.28;;1139;Budapest;Liszt Ferenc utca 29. fszt/1;1;0;0;+36(30)811-40-55;mohacsi.barbarella@gmail.com
;Márton Ágoston;Márton;Ágoston;1967.06.04;;1142;Budapest;liget utca utca 17;1;0;0;+36(70)383-70-38;marton.agoston@protonmail.com
;Jávor Zotmund;Jávor;Zotmund;1967.05.26;;4031;Debrecen;Benedek Elek  utca 74/B;1;0;0;+36(20)482-84-41;javor.zotmund@protonmail.com
;Kanalas Ronen;Kanalas;Ronen;1967.02.19;;1105;Budapest;Fő  utca 82;1;0;0;+36(20)935-82-74;kanalas.ronen@yandex.com
;Orsós Pirit;Orsós;Pirit;1967.02.19;;8790;Zalaszentgrót;Kuruc utca 6 7/1;1;0;0;+36(70)970-91-39;orsos.pirit@gmail.com
;Házi Levízia;Házi;Levízia;1967.02.14;;9700;Szombathely;Szemere Bertalan  utca 14;1;0;0;+36(20)441-83-21;hazi.levizia@gmail.com
;Braun Bóra;Braun;Bóra;1966.11.22;;2367;Újhartyán;árpád  utca 29;1;0;0;+36(20)445-89-91;braun.bora@gmail.com
;Bella Liem;Bella;Liem;1966.10.28;;1215;Budapest;Száki utca 41.;1;0;0;+36(20)651-69-74;bella.liem@protonmail.com
;Domján Tessza;Domján;Tessza;1966.10.02;;2095;Pilisszántó;Vasút utca 14;1;0;0;+36(70)469-90-94;domjan.tessza@yandex.com
;Tajti Klementina;Tajti;Klementina;1966.09.16;;7191;Hőgyész;Kazinczy utca 16.;1;0;0;+36(30)126-83-41;tajti.klementina@icloud.com
;Szentpéteri Linka;Szentpéteri;Linka;1966.07.06;;7951;Szabadszentkirály;Csaba utca 41/2;1;0;0;+36(70)832-47-68;szentpeteri.linka@aol.com
;Laczai Netta;Laczai;Netta;1966.06.16;;1016;Budapest;Pesti  utca 2.;1;0;0;+36(20)327-45-17;laczai.netta@gmail.com
;Gyenge Mária;Gyenge;Mária;1966.06.06;;3044;Szirák;Vasút utca 19;1;0;0;+36(30)599-16-54;gyenge.maria@aol.com
;Orsós Melani;Orsós;Melani;1966.05.23;;1144;Budapest;Bacsó Béla út 66/20 4/1;1;0;0;+36(70)204-88-80;orsos.melani@gmail.com
;Mága Azura;Mága;Azura;1966.05.04;;6320;Solt;Árok utca 1 3/10;1;0;0;+36(70)258-39-67;maga.azura@gmx.us
;Wéber Kleopátra;Wéber;Kleopátra;1966.04.09;;8451;Ajka;IIlyés Gyula  utca 3.  fszt./4;1;0;0;+36(20)897-28-55;weber.kleopatra@protonmail.com
;Hermann Baksa;Hermann;Baksa;1966.03.21;;9900;Körmend;Petőfi Sándor út 136/a;1;0;0;+36(70)317-13-80;hermann.baksa@yandex.com
;Ványi Záli;Ványi;Záli;1966.02.20;;4495;Döge;Rottenbiller  utca 5/C fszt./4/A;1;0;0;+36(20)434-86-39;vanyi.zali@yandex.com
;Kádas Mariska;Kádas;Mariska;1966.01.21;;4031;Debrecen;501. utca 19;1;0;0;+36(30)639-57-71;kadas.mariska@gmail.com
;Lövei Blandina;Lövei;Blandina;1966.01.13;;1191;Budapest;Bajcsy-Zsilinszky utca 12/A/4;1;0;0;+36(20)481-56-41;lovei.blandina@gmail.com
;Mihalik Domokos;Mihalik;Domokos;1965.12.25;;1047;Budapest;Királyi Pál utca 25;1;0;0;+36(30)165-37-42;mihalik.domokos@outlook.com
;Király Mózsi;Király;Mózsi;1965.12.13;;4064;Nagyhegyes;Deák Ferenc utCA 10.;1;0;0;+36(20)201-45-68;kiraly.mozsi@outlook.com
;Bogdán Ilmár;Bogdán;Ilmár;1965.11.21;;9326;Szil;Füzes út 29;1;0;0;+36(70)341-64-11;bogdan.ilmar@gmx.com
;Kele Ágas;Kele;Ágas;1965.11.05;;2400;dunaújváros;Tolnai út 6 B ép. 2/13;1;0;0;+36(30)529-23-48;kele.agas@outlook.com
;Abonyi Fausztina;Abonyi;Fausztina;1965.08.27;;1108;Budapest;Nyárfa sor 8;1;0;0;+36(70)171-92-34;abonyi.fausztina@zoho.com
;Vidák Herkules;Vidák;Herkules;1965.08.04;;4183;Kaba;Bogdánfy utca 1 8/30;1;0;0;+36(70)215-17-66;vidak.herkules@gmail.com
;Polák Olívia;Polák;Olívia;1965.08.03;;6600;Szentes;Gerzsó dűlő 1;1;0;0;+36(70)726-83-54;polak.olivia@citromail.hu
;Prokaj Krisztin;Prokaj;Krisztin;1965.08.03;;9485;Nagycenk;Szentgyörgy  út 40 3/1;1;0;0;+36(20)173-38-12;prokaj.krisztin@freemail.hu
;Héja Fiametta;Héja;Fiametta;1965.04.24;;4220;Hajdúböszörmény;István utca 115 5/15kcs:15;1;0;0;+36(20)962-23-29;heja.fiametta@icloud.com
;Bota Alíz;Bota;Alíz;1965.04.01;;8800;Nagykanizsa;Cukrász utca 11;1;0;0;+36(30)127-96-74;bota.aliz@outlook.com
;Wolf Bedecs;Wolf;Bedecs;1965.02.12;;3700;Kazincbarcika;Kosuth Lajos utca 13;1;0;0;+36(20)750-30-50;wolf.bedecs@yandex.com
;Busa Lorin;Busa;Lorin;1965.02.08;;6440;Jánoshalma;Cukorgyári  ltp. 2/B 3/9;1;0;0;+36(30)247-53-25;busa.lorin@gmail.com
;Kara Móhini;Kara;Móhini;1965.01.03;;9141;Ikrény;Fáy  utca 64-66D LPH fszt./5;1;0;0;+36(20)571-25-86;kara.mohini@zoho.com
;Botos Anada;Botos;Anada;1964.12.26;;3000;Hatvan;Arany út 4;1;0;0;+36(20)752-27-12;botos.anada@outlook.com
;Földi Kászon;Földi;Kászon;1964.06.15;;4561;Baktalórántháza;Szent Imre út 2-4 GyMS-MRFK-porta ép.;1;0;0;+36(30)894-22-90;foldi.kaszon@freemail.hu
;Sas Celerina;Sas;Celerina;1964.05.13;;1142;Budapest;Toldy  út 36.;1;0;0;+36(30)918-52-93;sas.celerina@citromail.hu
;Bacsa Szilvána;Bacsa;Szilvána;1964.03.08;;2074;Perbál;Pálos utca 1 8/32;1;0;0;+36(30)720-60-39;bacsa.szilvana@freemail.hu
;Répási Anakin;Répási;Anakin;1964.02.24;;1163;Budapest;Rózsa út 13 1/5;1;0;0;+36(30)273-57-85;repasi.anakin@protonmail.com
;Beke Krisztofer;Beke;Krisztofer;1964.01.19;;6041;Kerekegyháza;Lórántffy utca 9 2/2;1;0;0;+36(70)881-25-45;beke.krisztofer@gmail.com
;Hornyák Zetár;Hornyák;Zetár;1963.09.13;;9421;Fertőrákos;Laki utca 3.;1;0;0;+36(30)727-95-47;hornyak.zetar@gmail.com
;Lechner Verona;Lechner;Verona;1963.08.18;;5000;Szolnok;Őrség utca 9 B ép. 1./6;1;0;0;+36(30)487-97-84;lechner.verona@gmail.com
;Baki Alita;Baki;Alita;1963.08.13;;6085;Fülöpszállás;Eötvös utca 9/A;1;0;0;+36(20)151-89-83;baki.alita@freemail.hu
;Bujáki Alexia;Bujáki;Alexia;1963.06.12;;8900;Zalaegerszeg;Jövendő utca 2/B.;1;0;0;+36(20)698-39-86;bujaki.alexia@citromail.hu
;Gyulai Ramiz;Gyulai;Ramiz;1963.06.06;;8800;Nagykanizsa;Magyarürögi út 98;1;0;0;+36(70)272-82-25;gyulai.ramiz@gmail.com
;Karácsonyi Tamina;Karácsonyi;Tamina;1963.05.14;;9909;Körmend;Nyárfa utca 3.;1;0;0;+36(70)248-34-26;karacsonyi.tamina@gmail.com
;Harmati Almira;Harmati;Almira;1963.04.04;;2840;Oroszlány;Honfoglalás utca 50.;1;0;0;+36(70)550-47-94;harmati.almira@freemail.hu
;Csernus Orsi;Csernus;Orsi;1963.03.01;;5361;Tiszaigar;Varsa utca 5 5 ép. 5 lcs. 6/18;1;0;0;+36(20)413-30-20;csernus.orsi@gmail.com
;Bácsi Szilárd;Bácsi;Szilárd;1963.03.01;;8423;Szápár;Záhony utca 7;1;0;0;+36(70)659-23-78;bacsi.szilard@protonmail.com
;Pénzes Loránt;Pénzes;Loránt;1963.02.06;;8913;Egervár;Kazinczy utca 1-3;1;0;0;+36(30)247-30-75;penzes.lorant@yandex.com
;Galambos Agnella;Galambos;Agnella;1963.01.27;;9799;Szentpéterfa;Mendei  út 18 b ;1;0;0;+36(30)753-84-90;galambos.agnella@gmail.com
;Eke Melodi;Eke;Melodi;1963.01.22;;1221;Budapest;Petőfi ltp. 15 B3/305;1;0;0;+36(30)165-77-53;eke.melodi@gmail.com
;Bába Timur;Bába;Timur;1962.12.18;;2737;Ceglédbercel;Sallai utca 5;1;0;0;+36(70)790-57-56;baba.timur@outlook.com
;Szászi Hanka;Szászi;Hanka;1962.11.09;;6114;Bugac;Gábor Áron  út 10/a;1;0;0;+36(70)563-78-61;szaszi.hanka@freemail.hu
;Cser Florianna;Cser;Florianna;1962.08.18;;1212;Budapest;Berzsenyi Dániel út 20 3/25;1;0;0;+36(70)709-89-46;cser.florianna@gmail.com
;Tábori Kassziopeia;Tábori;Kassziopeia;1962.08.14;;1047;Budapest;Gömb utca 70;1;0;0;+36(70)790-66-80;tabori.kassziopeia@gmail.com
;Valkai Szorin;Valkai;Szorin;1962.07.28;;2890;Tata;Rákóczi Ferenc  utca 36.;1;0;0;+36(30)630-77-52;valkai.szorin@gmail.com
;Érsek Ditti;Érsek;Ditti;1962.07.17;;7921;Somogyhatvan;Vörösmarty út 1 8/3;1;0;0;+36(30)552-66-72;ersek.ditti@gmail.com
;Bogdán Zala;Bogdán;Zala;1962.07.09;;1139;Budapest;Akadémia körút 20 8/51;1;0;0;+36(70)794-23-84;bogdan.zala@gmail.com
;Rontó Sakti;Rontó;Sakti;1962.05.02;;8400;Ajka;Miklós  utca 1 1/6;1;0;0;+36(30)108-56-37;ronto.sakti@gmail.com
;Elek Szepes;Elek;Szepes;1962.01.07;;2233;Ecser;Nagylóki út 30.;1;0;0;+36(30)452-43-45;elek.szepes@protonmail.com
;Unger Arif;Unger;Arif;1961.12.28;;7051;Kajdacs;Harangvirág  utca 32;1;0;0;+36(30)324-24-45;unger.arif@aim.com
;Pulai Mici;Pulai;Mici;1961.11.08;;2098;Pilisszentkereszt;Temető  utca 11;1;0;0;+36(70)737-39-92;pulai.mici@protonmail.com
;Galyas Boleszláv;Galyas;Boleszláv;1961.09.26;;2490;Pusztaszabolcs;Fő  utca 53;1;0;0;+36(20)477-43-34;galyas.boleszlav@gmail.com
;Gruber Szilárda;Gruber;Szilárda;1961.09.16;;4700;Mátészalka;Fő utca 38/a;1;0;0;+36(70)431-91-72;gruber.szilarda@gmail.com
;Bencze Helka;Bencze;Helka;1961.07.14;;3300;Eger;Köszegi utca 17.;1;0;0;+36(70)741-54-48;bencze.helka@protonmail.com
;Tanács Volfram;Tanács;Volfram;1961.07.12;;6423;Kelebia;Jókai út 14 10 ép.;1;0;0;+36(30)357-19-60;tanacs.volfram@aim.com
;Gyenge Kiliána;Gyenge;Kiliána;1961.06.06;;1039;Budapest;Fogarasi utca 24/B;1;0;0;+36(20)494-32-82;gyenge.kiliana@aol.com
;Vígh Ajándék;Vígh;Ajándék;1961.04.22;;1139;Budapest;Rákóczi Ferenc  Tér 3;1;0;0;+36(20)211-47-77;vigh.ajandek@gmail.com
;Ambrus Mimma;Ambrus;Mimma;1961.03.01;;1238;Budapest;Tószegi  Út 15;1;0;0;+36(20)816-25-84;ambrus.mimma@yandex.com
;Suhajda Narin;Suhajda;Narin;1961.02.17;;1183;Budapest;Fő  út 41;1;0;0;+36(20)709-23-69;suhajda.narin@outlook.com
;Makó Seli;Makó;Seli;1961.02.05;;1106;Budapest;Bécsi út 231.;1;0;0;+36(30)938-37-90;mako.seli@aim.com
;Guba Fabrícius;Guba;Fabrícius;1961.01.26;;1137;Budapest;Bajcsy.Zslinszky út 15;1;0;0;+36(20)358-41-86;guba.fabricius@outlook.com
;Jávor Vrindávani;Jávor;Vrindávani;1960.10.22;;7630;Pécs;Esztergomi út 15. VII/6;1;0;0;+36(70)356-70-70;javor.vrindavani@freemail.hu
;Szarvas Ajra;Szarvas;Ajra;1960.09.13;;2244;Úri;Kistópart utca 5 5/19;1;0;0;+36(70)547-28-75;szarvas.ajra@zoho.com
;Bognár Konor;Bognár;Konor;1960.08.25;;5000;Szolnok;Szölövirág utca 10 10/43;1;0;0;+36(70)280-35-78;bognar.konor@gmx.us
;Tamás Jábin;Tamás;Jábin;1960.05.28;;1024;Budapest;Dohány utca 2.;1;0;0;+36(70)794-54-84;tamas.jabin@gmail.com
;Bujáki Achilles;Bujáki;Achilles;1960.05.23;;2400;Dunaújváros;Fő út 79;1;0;0;+36(70)873-53-71;bujaki.achilles@gmail.com
;Ördög Helen;Ördög;Helen;1960.04.20;;5100;Jászberény;Vértanú utca 44;1;0;0;+36(70)350-70-17;ordog.helen@gmail.com
;Szlávik Loik;Szlávik;Loik;1960.04.03;;8380;Hévíz;Rákócz Ferenc utca 12;1;0;0;+36(70)407-28-85;szlavik.loik@outlook.com
;Sallai Filadelfia;Sallai;Filadelfia;1960.01.13;;9024;Győr;Andrássy utca 32;1;0;0;+36(30)147-17-60;sallai.filadelfia@gmx.com
;Farkas Inana;Farkas;Inana;1960.01.09;;1238;Budapest;Szent László út  7;1;0;0;+36(70)543-29-97;farkas.inana@protonmail.com
;Barkóczi Kósa;Barkóczi;Kósa;1959.11.15;;8000;Székesfehérvár;Brassó  utca 42;1;0;0;+36(70)759-57-29;barkoczi.kosa@aol.com
;Hajnal Ödön;Hajnal;Ödön;1959.06.21;;2635;Vámosmikola;Telepi út 48 Lottózó;1;0;0;+36(70)441-28-69;hajnal.odon@protonmail.com
;Jankó Ajándék;Jankó;Ajándék;1959.04.25;;1157;Budapest;Pákozdi csata utca 9 1/3;1;0;0;+36(20)609-62-84;janko.ajandek@freemail.hu
;Iván Lorenzó;Iván;Lorenzó;1959.04.05;;1036;Budapest;Kacsa  utca 14/B fsz./2;1;0;0;+36(30)310-92-11;ivan.lorenzo@outlook.com
;Petrovics Záven;Petrovics;Záven;1959.02.24;;1117;Budapest;TURUL utca 1./9-17h);1;0;0;+36(70)461-47-76;petrovics.zaven@protonmail.com
;Rózsavölgyi Béda;Rózsavölgyi;Béda;1959.02.14;;1106;Budapest;Mészöly  utca 5. mf/3;1;0;0;+36(20)547-58-51;rozsavolgyi.beda@gmail.com
;Dancs Nina;Dancs;Nina;1959.01.12;;7400;Kaposvár;Hetény utca 14 fszt./2.;1;0;0;+36(20)700-64-30;dancs.nina@citromail.hu
;Udvardi Ludvig;Udvardi;Ludvig;1958.11.25;;3507;Miskolc;Csurgói út 22-32 1/13;1;0;0;+36(20)256-15-97;udvardi.ludvig@gmail.com
;Szíj Alberta;Szíj;Alberta;1958.10.07;;2030;Érd;Alkotás  utca 14;1;0;0;+36(30)682-80-94;szij.alberta@gmail.com
;Zöld Kanut;Zöld;Kanut;1958.09.28;;4032;Debrecen;Kossúth út 153;1;0;0;+36(20)719-98-40;zold.kanut@gmail.com
;Lövei Tiván;Lövei;Tiván;1958.08.22;;2886;Réde;Nyár utca 02.ápr;1;0;0;+36(30)932-94-23;lovei.tivan@aol.com
;Radnai Ozsvát;Radnai;Ozsvát;1958.08.18;;1142;Budapest;Rákosfalva park 4;1;0;0;+36(70)490-49-29;radnai.ozsvat@gmail.com
;Hidasi Narcissza;Hidasi;Narcissza;1958.06.18;;2117;Isaszeg;Szondy út 13;1;0;0;+36(30)213-91-39;hidasi.narcissza@protonmail.com
;Antal Havadi;Antal;Havadi;1958.02.19;;2532;Tokodaltáró;Nagy Imre út 10;1;0;0;+36(20)774-88-70;antal.havadi@freemail.hu
;Takács Antoaneta;Takács;Antoaneta;1957.10.23;;3104;Salgótarján;Visegrádi utca 108 6/E63;1;0;0;+36(70)953-95-35;takacs.antoaneta@outlook.com
;Czigány Elíz;Czigány;Elíz;1957.09.21;;2039;Pusztazámor;Fő út 95.;1;0;0;+36(20)857-86-19;czigany.eliz@gmail.com
;Bencze Verbéna;Bencze;Verbéna;1957.09.19;;2117;Isaszeg;Árnyas  utca 1 fsz/2;1;0;0;+36(20)674-65-97;bencze.verbena@outlook.com
;Kása Annavera;Kása;Annavera;1957.08.16;;1138;Budapest;Hunyadi János utca 11;1;0;0;+36(20)134-15-58;kasa.annavera@gmail.com
;Liptai Devana;Liptai;Devana;1957.08.11;;1036;Budapest;Alacskai út 63;1;0;0;+36(30)907-36-77;liptai.devana@gmail.com
;Laczkó Ronel;Laczkó;Ronel;1957.08.02;;3627;Kissikátor;Csokonai  utca 28;1;0;0;+36(70)199-53-30;laczko.ronel@citromail.hu
;Cseri Pippa;Cseri;Pippa;1957.07.11;;1035;Budapest;Eötvös utca 164;1;0;0;+36(20)506-60-63;cseri.pippa@citromail.hu
;Lakatos Berna;Lakatos;Berna;1957.07.03;;3529;Miskolc;Sajó utca 24;1;0;0;+36(20)480-64-49;lakatos.berna@icloud.com
;Márton Donátó;Márton;Donátó;1957.03.24;;2030;Érd;Üttörő utca 9;1;0;0;+36(70)212-69-95;marton.donato@gmail.com
;Bende Iduna;Bende;Iduna;1956.12.17;;6724;Szeged;Nefeljcs utca 11;1;0;0;+36(20)928-39-65;bende.iduna@gmail.com
;Kállai Marita;Kállai;Marita;1956.12.11;;5451;Öcsöd;Kossuth utca 53 Orvosi rendelő ép.;1;0;0;+36(20)443-31-98;kallai.marita@gmail.com
;Kutasi Arek;Kutasi;Arek;1956.11.22;;2241;Sülysáp;Kaszásdűlő  utca  11 4/31;1;0;0;+36(30)965-76-58;kutasi.arek@gmail.com
;Csoma Emőd;Csoma;Emőd;1956.11.17;;8227;Felsőörs;Pesti  út 158 10./61;1;0;0;+36(20)883-18-44;csoma.emod@gmail.com
;Piller Afrodité;Piller;Afrodité;1956.11.04;;2700;Cegléd;Kossuth Lajos  utca 16.;1;0;0;+36(70)337-32-56;piller.afrodite@gmail.com
;Szilvási Joáhim;Szilvási;Joáhim;1956.08.20;;5000;Szolnok;Park   sétány 04.máj;1;0;0;+36(70)700-13-13;szilvasi.joahim@gmail.com
;Parti Miron;Parti;Miron;1956.06.22;;1039;Budapest;Árpád utca 53 4/13;1;0;0;+36(20)124-42-77;parti.miron@gmail.com
;Kató Eudoxia;Kató;Eudoxia;1956.01.09;;2400;Dunaújváros;Koszorú utca 4. 2/7. (kcs.: 17);1;0;0;+36(30)359-93-80;kato.eudoxia@yandex.com
;Bencsik Fodor;Bencsik;Fodor;1955.12.26;;5553;Kondoros;Platán sor Sor 28 1/3;1;0;0;+36(20)365-96-62;bencsik.fodor@yahoo.com
;Patkós Szerkő;Patkós;Szerkő;1955.10.05;;2943;Bábolna;Lövéte utca 55;1;0;0;+36(20)929-10-51;patkos.szerko@gmx.us
;Kovacsics Kusán;Kovacsics;Kusán;1955.09.05;;2200;Monor;Pilisi út 35;1;0;0;+36(30)326-14-24;kovacsics.kusan@yandex.com
;Vadászi Rados;Vadászi;Rados;1955.06.27;;1147;Budapest;Kertész utca 40 9/2;1;0;0;+36(20)567-97-89;vadaszi.rados@yandex.com
;Siklósi Hermia;Siklósi;Hermia;1955.06.23;;4969;Tisztaberek;Karósi  utca  11;1;0;0;+36(70)327-12-91;siklosi.hermia@outlook.com
;Boldog Gyöngyike;Boldog;Gyöngyike;1955.02.27;;2067;Szárliget;Beller Imre utca 129/C;1;0;0;+36(70)824-37-21;boldog.gyongyike@freemail.hu
;Várkonyi Ninett;Várkonyi;Ninett;1955.02.13;;1108;Budapest;Ajdinger János  utca 31 1/4;1;0;0;+36(20)851-97-41;varkonyi.ninett@outlook.com
;Varró Ede;Varró;Ede;1954.12.27;;8000;Székesfehérvár;Mátyás utca 21/A;1;0;0;+36(70)614-65-58;varro.ede@gmail.com
;Eperjesi Placid;Eperjesi;Placid;1954.11.05;;1214;Budapest;Tihany utca 38-40 7/187;1;0;0;+36(70)909-89-67;eperjesi.placid@aol.com
;Bódi Florentin;Bódi;Florentin;1954.10.05;;1112;Budapest;Beke utca 15 fszt./1;1;0;0;+36(30)522-10-16;bodi.florentin@protonmail.com
;Sali Diana;Sali;Diana;1954.08.19;;5142;Alattyán;Also Dunasor  utca 55;1;0;0;+36(20)896-42-76;sali.diana@aim.com
;Pálfi Jolina;Pálfi;Jolina;1954.07.22;;6325;Dunatetétlen;Mátyás Király  utca 23;1;0;0;+36(20)556-28-20;palfi.jolina@gmail.com
;Barta Lionella;Barta;Lionella;1954.07.16;;6400;Kiskunhalas;Móricz Zsigmond utca 4/A;1;0;0;+36(70)279-69-38;barta.lionella@gmail.com
;Sólyom Metta;Sólyom;Metta;1954.06.03;;1022;Budapest;Brassói utca 44.;1;0;0;+36(20)182-64-88;solyom.metta@yandex.com
;Galgóczi Szofiana;Galgóczi;Szofiana;1954.05.26;;2220;Vecsés;Halom  utca 9 fsz./2;1;0;0;+36(20)427-71-18;galgoczi.szofiana@gmail.com
;Szemán Vilhelma;Szemán;Vilhelma;1954.05.20;;1165;Budapest;Molnár utca 1;1;0;0;+36(70)574-43-35;szeman.vilhelma@freemail.hu
;Siklósi Kolumbusz;Siklósi;Kolumbusz;1954.05.15;;2230;Gyömrő;Kosztolányi Dezső utca 39.;1;0;0;+36(30)487-35-75;siklosi.kolumbusz@citromail.hu
;Szekér Tomázia;Szekér;Tomázia;1954.04.19;;2316;Tököl;Jáki Nagy Márton  utca 19.;1;0;0;+36(20)134-54-96;szeker.tomazia@gmx.com
;Szemán Marianna;Szemán;Marianna;1954.04.14;;2681;Galgagyörk;Aradi utca 2/a;1;0;0;+36(30)476-29-36;szeman.marianna@protonmail.com
;Jávor Milka;Jávor;Milka;1954.03.20;;9200;Mosonmagyaróvár;Szent István utca 1043/1.;1;0;0;+36(30)434-34-94;javor.milka@aim.com
;Huszti Tamila;Huszti;Tamila;1954.03.06;;3321;Egerbakta;Bánfalvi út 128;1;0;0;+36(70)497-33-57;huszti.tamila@aim.com
;Kálmán Csoma;Kálmán;Csoma;1954.03.04;;1222;Budapest;Május 1. utca 46.;1;0;0;+36(70)445-96-48;kalman.csoma@icloud.com
;Béres Tikva;Béres;Tikva;1954.01.26;;2721;Pilis;Sági út 24;1;0;0;+36(30)458-56-13;beres.tikva@gmail.com
;Gönczöl Evina;Gönczöl;Evina;1954.01.25;;2800;Tatabánya;Jávorka Sándor utca 9/A;1;0;0;+36(70)234-61-40;gonczol.evina@citromail.hu
;Pór Benedetta;Pór;Benedetta;1954.01.25;;2314;Halásztelek;Fő út 25.;1;0;0;+36(30)491-42-71;por.benedetta@gmail.com
;Falusi Vitány;Falusi;Vitány;1953.12.21;;1188;Budapest;Forgács Simon út 42.;1;0;0;+36(20)699-18-57;falusi.vitany@gmail.com
;Csanádi Kármen;Csanádi;Kármen;1953.12.17;;1154;Budapest;Futó utca 35-37;1;0;0;+36(30)542-15-28;csanadi.karmen@gmail.com
;Nagypál Pázmán;Nagypál;Pázmán;1953.10.11;;5200;Törökszentmiklós;Petz Ferenc utca 26 4/42;1;0;0;+36(70)869-65-20;nagypal.pazman@gmail.com
;Béres Levin;Béres;Levin;1953.09.15;;8660;Tab;Akác  utca 10;1;0;0;+36(70)327-16-34;beres.levin@outlook.com
;Vágó Bene;Vágó;Bene;1953.09.10;;2642;Nógrád;Hétvezér utca 4/a;1;0;0;+36(70)223-46-52;vago.bene@freemail.hu
;Aradi Krizantusz;Aradi;Krizantusz;1953.08.01;;2120;Dunakeszi;Duna-lejáró út 7 Kerékpár bolt ép.;1;0;0;+36(30)189-90-98;aradi.krizantusz@gmail.com
;Pála Hilmár;Pála;Hilmár;1953.05.21;;7300;Komló;Acél utca 29 B ép.;1;0;0;+36(70)993-70-64;pala.hilmar@aol.com
;Garai Hümér;Garai;Hümér;1953.02.01;;9200;Mosonmagyaróvár;Mohl Adolf utca utca 25;1;0;0;+36(20)342-63-65;garai.humer@gmail.com
;Vásárhelyi Viktória;Vásárhelyi;Viktória;1953.01.15;;1048;Budapest;Egyetem tér Tér 1;1;0;0;+36(70)465-83-82;vasarhelyi.viktoria@outlook.com
;Monos Vilma;Monos;Vilma;1952.12.19;;2600;Vác;Arad  utca 68;1;0;0;+36(20)693-66-98;monos.vilma@outlook.com
;Bari Oros;Bari;Oros;1952.10.26;;4150;Püspökladány;Koptik Odó út 3;1;0;0;+36(30)459-95-67;bari.oros@gmail.com
